,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1298242,29,Anheuser-Busch,1323113269,2.5,3.0,2.5,dankster,American Malt Liquor,1.5,3.0,Natty Daddy,8.0,73223
1298243,29,Anheuser-Busch,1322807805,1.0,2.0,2.0,longbongsilver,American Malt Liquor,1.0,1.0,Natty Daddy,8.0,73223
1298244,29,Anheuser-Busch,1321922440,2.5,2.0,2.0,assmasterson,American Malt Liquor,2.0,3.0,Natty Daddy,8.0,73223
1298245,29,Anheuser-Busch,1321234117,4.5,4.0,4.5,Ctendall,American Malt Liquor,5.0,4.0,Natty Daddy,8.0,73223
1298246,29,Anheuser-Busch,1320733878,3.0,2.0,3.5,Swim424,American Malt Liquor,2.0,3.0,Natty Daddy,8.0,73223
1298247,29,Anheuser-Busch,1319295121,2.5,3.5,3.0,tone77,American Malt Liquor,3.0,2.5,Natty Daddy,8.0,73223
1298248,29,Anheuser-Busch,1318786215,2.0,3.0,3.0,Bitterbill,American Malt Liquor,2.5,2.0,Natty Daddy,8.0,73223
1298250,29,Anheuser-Busch,1318741991,4.0,4.0,4.0,ElCommodoro,American Malt Liquor,4.0,4.0,Natty Daddy,8.0,73223
1298251,29,Anheuser-Busch,1318474851,2.0,2.0,2.0,WVbeergeek,American Malt Liquor,1.5,1.0,Natty Daddy,8.0,73223
1298252,29,Anheuser-Busch,1316328194,2.0,2.0,3.0,Luigi,American Malt Liquor,2.0,2.0,Natty Daddy,8.0,73223
1298253,29,Anheuser-Busch,1183315754,3.5,3.0,3.5,chilidog,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298254,29,Anheuser-Busch,1182038017,1.5,1.0,1.5,hero27,American Malt Liquor,1.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298255,29,Anheuser-Busch,1181977589,2.0,2.0,2.0,pmcadamis,American Malt Liquor,2.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298256,29,Anheuser-Busch,1181364658,4.0,3.0,4.0,sghert,American Malt Liquor,4.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298257,29,Anheuser-Busch,1152493532,3.5,3.5,3.5,karst,American Malt Liquor,3.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298258,29,Anheuser-Busch,1151966921,2.5,2.5,2.0,Drew966,American Malt Liquor,2.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298259,29,Anheuser-Busch,1178412497,2.0,3.0,3.5,jpm30,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298260,29,Anheuser-Busch,1175559215,5.0,3.0,4.0,eddy2225345,American Malt Liquor,4.0,4.5,Hurricane High Gravity Lager,8.1,25007
1298261,29,Anheuser-Busch,1174386799,1.5,2.5,3.0,nlmartin,American Malt Liquor,1.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298262,29,Anheuser-Busch,1165329552,1.0,2.0,4.0,srrn,American Malt Liquor,2.0,1.0,Hurricane High Gravity Lager,8.1,25007
1298263,29,Anheuser-Busch,1163902013,2.0,1.5,2.5,xtremejammn,American Malt Liquor,2.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298264,29,Anheuser-Busch,1163348122,3.0,2.0,3.0,idResponse,American Malt Liquor,2.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298265,29,Anheuser-Busch,1161750597,3.5,3.5,4.0,BellsBum,American Malt Liquor,2.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298266,29,Anheuser-Busch,1161221675,2.0,2.0,3.0,Manosbeeroffate,American Malt Liquor,1.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298267,29,Anheuser-Busch,1155841954,2.5,2.0,4.0,mrasskicktastic,American Malt Liquor,3.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298268,29,Anheuser-Busch,1153573028,2.0,2.0,3.0,BuckeyeNation,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298269,29,Anheuser-Busch,1152945235,3.5,3.5,3.5,badbeer,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298271,29,Anheuser-Busch,1150677948,1.5,2.5,3.0,jettjon,American Malt Liquor,2.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298272,29,Anheuser-Busch,1149828567,3.0,3.0,3.0,F15jock1701,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298273,29,Anheuser-Busch,1149217352,2.0,2.0,1.5,WVbeergeek,American Malt Liquor,1.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298274,29,Anheuser-Busch,1145837761,2.0,2.5,3.5,pentathlete,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298275,29,Anheuser-Busch,1145589532,3.5,3.0,3.0,brewQ,American Malt Liquor,2.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298276,29,Anheuser-Busch,1145063682,2.5,2.5,3.0,NeroFiddled,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298277,29,Anheuser-Busch,1143833682,3.5,3.0,2.5,SaCkErZ9,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298278,29,Anheuser-Busch,1142977494,3.0,3.0,3.5,budgood1,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298279,29,Anheuser-Busch,1285358264,1.0,2.0,3.5,animal69,American Malt Liquor,2.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298280,29,Anheuser-Busch,1142164627,1.0,1.5,2.5,scottoale,American Malt Liquor,2.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298281,29,Anheuser-Busch,1141598789,3.5,4.0,3.5,Jason,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298282,29,Anheuser-Busch,1140558657,5.0,3.5,3.0,quafster,American Malt Liquor,3.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298283,29,Anheuser-Busch,1139447950,3.5,2.0,3.0,barleyman,American Malt Liquor,2.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298284,29,Anheuser-Busch,1137445098,1.5,2.0,2.5,rodrot,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298285,29,Anheuser-Busch,1136007513,2.0,1.0,2.5,nicksta,American Malt Liquor,1.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298286,29,Anheuser-Busch,1133151754,2.5,1.5,2.0,jasonpeckins32,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298287,29,Anheuser-Busch,1132107381,3.0,2.0,2.0,longbongsilver,American Malt Liquor,2.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298288,29,Anheuser-Busch,1284129825,2.5,2.5,3.5,Onenote81,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298289,29,Anheuser-Busch,1130109791,1.5,2.0,2.0,Frozensoul327,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298290,29,Anheuser-Busch,1128138391,2.5,2.5,2.5,connecticutpoet,American Malt Liquor,3.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298291,29,Anheuser-Busch,1126402047,2.5,3.0,3.5,Pegasus,American Malt Liquor,3.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298292,29,Anheuser-Busch,1125797075,3.0,2.0,3.5,Zorro,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298293,29,Anheuser-Busch,1125459129,1.5,1.5,4.5,BeerBob,American Malt Liquor,2.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298294,29,Anheuser-Busch,1124422821,1.0,3.0,3.0,paulwithap,American Malt Liquor,1.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298295,29,Anheuser-Busch,1123232386,3.0,2.0,3.0,Dmann,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298296,29,Anheuser-Busch,1324593340,1.5,2.0,2.5,welldigger888,American Malt Liquor,2.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298297,29,Anheuser-Busch,1267499010,4.0,2.5,3.0,Lacesoutcody,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298298,29,Anheuser-Busch,1323650381,3.5,2.5,3.5,emerge077,American Malt Liquor,4.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298299,29,Anheuser-Busch,1319934078,3.0,3.0,3.0,TippySelenoid,American Malt Liquor,2.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298300,29,Anheuser-Busch,1319133418,3.5,4.0,3.0,AlimonyAle,American Malt Liquor,4.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298301,29,Anheuser-Busch,1318712653,4.0,3.0,3.0,dankster,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298302,29,Anheuser-Busch,1315362386,2.5,2.5,3.5,LXIXME,American Malt Liquor,2.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298303,29,Anheuser-Busch,1315167988,2.5,1.5,3.5,MasterSki,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298304,29,Anheuser-Busch,1312499704,3.0,2.5,3.0,barrenbane,American Malt Liquor,2.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298305,29,Anheuser-Busch,1309886296,3.0,2.0,3.0,whatthehull,American Malt Liquor,3.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298306,29,Anheuser-Busch,1308950252,3.5,4.0,3.5,ZenAgnostic,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298307,29,Anheuser-Busch,1307135653,2.0,2.0,3.0,Beerandraiderfan,American Malt Liquor,2.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298308,29,Anheuser-Busch,1306284813,2.5,2.0,2.5,Thanby,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298309,29,Anheuser-Busch,1305420726,2.5,3.0,2.0,obrike,American Malt Liquor,2.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298310,29,Anheuser-Busch,1304484433,2.0,3.0,4.0,ElCommodoro,American Malt Liquor,4.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298311,29,Anheuser-Busch,1304403597,3.5,3.0,3.5,Nerudamann,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298312,29,Anheuser-Busch,1302986039,4.0,3.0,4.0,BrewMaven,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298313,29,Anheuser-Busch,1302641734,2.5,2.5,2.0,tzieser,American Malt Liquor,2.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298314,29,Anheuser-Busch,1298882868,2.0,2.0,2.5,FreshHawk,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298315,29,Anheuser-Busch,1295498390,1.0,1.5,2.0,TheKingofWichita,American Malt Liquor,1.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298316,29,Anheuser-Busch,1295391098,2.5,2.5,3.0,depechemode1983,American Malt Liquor,3.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298317,29,Anheuser-Busch,1295233620,3.5,1.5,3.0,Bendurgin,American Malt Liquor,2.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298318,29,Anheuser-Busch,1294530377,1.0,1.5,2.0,richkrull,American Malt Liquor,1.5,1.0,Hurricane High Gravity Lager,8.1,25007
1298319,29,Anheuser-Busch,1294472940,3.5,3.5,3.5,AustinBeerLvr,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298320,29,Anheuser-Busch,1291599754,1.5,3.0,3.0,happygnome,American Malt Liquor,2.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298321,29,Anheuser-Busch,1290571864,3.0,2.5,2.5,wesbrownyeah,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298322,29,Anheuser-Busch,1288847293,3.0,4.0,3.0,Lauthaha,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298323,29,Anheuser-Busch,1287271185,1.0,1.5,2.5,Transatlantic,American Malt Liquor,1.5,1.0,Hurricane High Gravity Lager,8.1,25007
1298324,29,Anheuser-Busch,1287001003,1.0,2.0,2.5,EmericaMoon,American Malt Liquor,1.5,1.0,Hurricane High Gravity Lager,8.1,25007
1298325,29,Anheuser-Busch,1220569262,4.0,4.0,3.5,rehabis4quitters,American Malt Liquor,3.5,4.0,Hurricane High Gravity Lager,8.1,25007
1298326,29,Anheuser-Busch,1283240710,1.5,1.5,3.0,harpus,American Malt Liquor,3.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298327,29,Anheuser-Busch,1280908061,2.5,2.5,3.0,rootbeerman,American Malt Liquor,2.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298328,29,Anheuser-Busch,1280422396,3.0,3.0,3.0,IJReilly,American Malt Liquor,3.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298329,29,Anheuser-Busch,1280119359,2.0,2.0,3.0,Mora2000,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298330,29,Anheuser-Busch,1276367205,2.5,2.0,3.5,twiggamortis420,American Malt Liquor,3.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298331,29,Anheuser-Busch,1275274622,3.0,3.0,3.5,puboflyons,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298332,29,Anheuser-Busch,1272319965,3.5,2.0,3.0,junjun,American Malt Liquor,3.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298333,29,Anheuser-Busch,1269285025,1.0,1.0,1.5,AllFineThings,American Malt Liquor,1.0,1.0,Hurricane High Gravity Lager,8.1,25007
1298334,29,Anheuser-Busch,1268960441,4.5,3.0,3.5,RonaldTheriot,American Malt Liquor,4.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298335,29,Anheuser-Busch,1267851270,3.0,3.0,3.5,GeezLynn,American Malt Liquor,3.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298336,29,Anheuser-Busch,1267395128,2.0,2.5,3.0,womencantsail,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298337,29,Anheuser-Busch,1265326829,3.0,2.5,3.0,kdawg105,American Malt Liquor,4.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298338,29,Anheuser-Busch,1263712808,1.0,1.0,1.0,exparte,American Malt Liquor,1.0,1.0,Hurricane High Gravity Lager,8.1,25007
1298339,29,Anheuser-Busch,1263522856,3.0,2.5,3.0,mtnbikerpa,American Malt Liquor,3.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298340,29,Anheuser-Busch,1262850365,4.0,2.5,3.5,troobie,American Malt Liquor,4.0,4.0,Hurricane High Gravity Lager,8.1,25007
1298341,29,Anheuser-Busch,1260405199,3.0,3.0,3.5,tone77,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298342,29,Anheuser-Busch,1257612131,1.5,2.5,2.5,roddwolff,American Malt Liquor,2.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298343,29,Anheuser-Busch,1252090065,2.0,1.5,2.0,dbmcrorie,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298344,29,Anheuser-Busch,1251317858,3.5,3.5,3.5,woodychandler,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298345,29,Anheuser-Busch,1201053667,2.0,2.0,3.5,steinlifter,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298346,29,Anheuser-Busch,1250549879,4.0,4.0,3.5,PintOHops,American Malt Liquor,3.5,4.0,Hurricane High Gravity Lager,8.1,25007
1298347,29,Anheuser-Busch,1249574535,1.0,3.0,2.5,utah44,American Malt Liquor,3.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298348,29,Anheuser-Busch,1242510571,3.5,3.0,3.0,biggred1,American Malt Liquor,2.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298349,29,Anheuser-Busch,1242014673,1.0,1.5,1.5,Overlord,American Malt Liquor,1.5,1.0,Hurricane High Gravity Lager,8.1,25007
1298350,29,Anheuser-Busch,1240542901,2.5,1.0,3.5,PatronWizard,American Malt Liquor,3.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298351,29,Anheuser-Busch,1239645681,5.0,4.0,3.0,Lowgyn,American Malt Liquor,4.5,5.0,Hurricane High Gravity Lager,8.1,25007
1298352,29,Anheuser-Busch,1238799588,2.0,1.5,2.5,iuhoosier336,American Malt Liquor,1.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298353,29,Anheuser-Busch,1238461389,3.0,2.5,3.5,Blakaeris,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298354,29,Anheuser-Busch,1238461212,2.0,1.0,3.0,bashiba,American Malt Liquor,3.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298355,29,Anheuser-Busch,1235081433,2.5,3.0,3.0,WesWes,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298356,29,Anheuser-Busch,1234931124,3.5,3.5,3.5,polishbull19,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298357,29,Anheuser-Busch,1232049048,1.5,2.0,3.0,CBorg,American Malt Liquor,2.0,1.0,Hurricane High Gravity Lager,8.1,25007
1298358,29,Anheuser-Busch,1231298721,2.5,3.0,3.0,lancegill,American Malt Liquor,2.5,1.5,Hurricane High Gravity Lager,8.1,25007
1298359,29,Anheuser-Busch,1228809073,3.5,3.0,3.0,PatrickJR,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298360,29,Anheuser-Busch,1226601353,3.0,2.5,4.0,thekevlarkid,American Malt Liquor,3.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298361,29,Anheuser-Busch,1224200057,3.0,2.0,3.5,Offa,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298362,29,Anheuser-Busch,1223002647,1.0,1.0,3.0,hwwty4,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298363,29,Anheuser-Busch,1222653677,4.0,2.5,3.0,TwinSox33,American Malt Liquor,3.5,3.0,Hurricane High Gravity Lager,8.1,25007
1298364,29,Anheuser-Busch,1220505996,4.0,3.0,3.5,everetends,American Malt Liquor,4.0,3.5,Hurricane High Gravity Lager,8.1,25007
1298365,29,Anheuser-Busch,1220325637,2.0,1.5,3.0,Wetpaperbag,American Malt Liquor,3.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298366,29,Anheuser-Busch,1218158460,2.0,3.0,3.0,tbeck,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298367,29,Anheuser-Busch,1215617823,2.0,2.5,3.0,giblet,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298368,29,Anheuser-Busch,1211429182,3.0,1.5,3.0,BamaBeerBuff,American Malt Liquor,2.5,2.5,Hurricane High Gravity Lager,8.1,25007
1298369,29,Anheuser-Busch,1210924311,1.0,1.5,1.5,rye726,American Malt Liquor,1.5,1.0,Hurricane High Gravity Lager,8.1,25007
1298370,29,Anheuser-Busch,1209609249,3.0,2.5,4.0,Bookseeb,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298371,29,Anheuser-Busch,1206367725,3.5,1.0,2.5,1099.0,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298372,29,Anheuser-Busch,1204422248,3.0,2.0,3.0,Deadstar,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298373,29,Anheuser-Busch,1202942233,3.0,2.5,4.0,ChainGangGuy,American Malt Liquor,4.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298374,29,Anheuser-Busch,1202263625,3.5,2.5,3.0,kguyty,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298375,29,Anheuser-Busch,1199503497,2.0,2.0,2.5,MTNboy,American Malt Liquor,2.0,2.0,Hurricane High Gravity Lager,8.1,25007
1298376,29,Anheuser-Busch,1199329157,1.5,1.5,2.0,altgeeky1,American Malt Liquor,2.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298377,29,Anheuser-Busch,1189579393,1.5,1.0,1.5,Floydster,American Malt Liquor,1.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298378,29,Anheuser-Busch,1189141016,1.0,2.5,3.5,HardTarget,American Malt Liquor,2.0,1.5,Hurricane High Gravity Lager,8.1,25007
1298379,29,Anheuser-Busch,1188703503,3.5,2.0,2.0,mikesgroove,American Malt Liquor,3.0,2.5,Hurricane High Gravity Lager,8.1,25007
1298380,29,Anheuser-Busch,1188352398,3.0,1.5,3.0,Halcyondays,American Malt Liquor,2.5,2.0,Hurricane High Gravity Lager,8.1,25007
1298381,29,Anheuser-Busch,1186968144,3.0,3.0,3.0,Brad007,American Malt Liquor,3.0,3.0,Hurricane High Gravity Lager,8.1,25007
1298382,29,Anheuser-Busch,1186561496,3.0,2.0,4.0,Superfreak,American Malt Liquor,3.5,3.5,Hurricane High Gravity Lager,8.1,25007
1298383,29,Anheuser-Busch,1184120324,4.5,3.5,3.0,jprice4986,American Malt Liquor,3.0,3.5,Hurricane High Gravity Lager,8.1,25007
1302442,29,Anheuser-Busch,1073436120,1.5,2.0,2.5,ralphw56,American Malt Liquor,2.5,2.5,King Cobra Premium Malt Liquor,6.0,66
1303262,29,Anheuser-Busch,1066273264,2.5,2.5,2.5,Shiloh,American Malt Liquor,3.0,2.5,King Cobra Premium Malt Liquor,6.0,66
1303445,29,Anheuser-Busch,1059888126,2.5,1.5,2.0,dual1246,American Malt Liquor,2.5,2.0,King Cobra Premium Malt Liquor,6.0,66
1303473,29,Anheuser-Busch,1304654915,1.0,1.0,1.0,OrangeAmps,American Malt Liquor,1.0,1.0,King Cobra Premium Malt Liquor,6.0,66
1303564,29,Anheuser-Busch,1268579873,2.0,2.0,2.0,Wasatch,American Malt Liquor,2.0,2.0,King Cobra Premium Malt Liquor,6.0,66
1303696,29,Anheuser-Busch,1267639513,3.0,1.5,2.5,nicholas2121,American Malt Liquor,2.0,2.0,King Cobra Premium Malt Liquor,6.0,66
1303714,29,Anheuser-Busch,1267494595,2.5,2.5,2.0,TapTitan,American Malt Liquor,2.0,2.5,King Cobra Premium Malt Liquor,6.0,66
1303783,29,Anheuser-Busch,1192239394,1.5,1.5,2.0,Rootdog316,American Malt Liquor,1.5,1.5,King Cobra Premium Malt Liquor,6.0,66
1303794,29,Anheuser-Busch,1189620247,2.0,1.0,2.0,Floydster,American Malt Liquor,2.0,1.5,King Cobra Premium Malt Liquor,6.0,66
1303806,29,Anheuser-Busch,1212815700,3.0,2.5,2.5,EnojysAnyBeer,American Malt Liquor,3.5,3.0,King Cobra Premium Malt Liquor,6.0,66
1303807,29,Anheuser-Busch,1210924056,1.0,1.0,1.5,rye726,American Malt Liquor,1.0,1.0,King Cobra Premium Malt Liquor,6.0,66
1303808,29,Anheuser-Busch,1210284523,1.0,1.5,1.5,Offa,American Malt Liquor,1.0,1.0,King Cobra Premium Malt Liquor,6.0,66
1303809,29,Anheuser-Busch,1208927639,1.0,1.0,1.5,PMoo,American Malt Liquor,1.5,1.0,King Cobra Premium Malt Liquor,6.0,66
1303810,29,Anheuser-Busch,1203297815,2.0,2.0,1.5,Overlord,American Malt Liquor,2.0,2.0,King Cobra Premium Malt Liquor,6.0,66
1303811,29,Anheuser-Busch,1201238974,2.0,2.0,1.5,atrus138,American Malt Liquor,2.5,1.5,King Cobra Premium Malt Liquor,6.0,66
1303812,29,Anheuser-Busch,1200424381,1.5,2.0,2.0,clayrock81,American Malt Liquor,2.0,1.5,King Cobra Premium Malt Liquor,6.0,66
1303813,29,Anheuser-Busch,1194316081,4.0,2.5,3.0,Bclintho,American Malt Liquor,3.0,4.0,King Cobra Premium Malt Liquor,6.0,66
1303814,29,Anheuser-Busch,1193201652,4.0,1.5,2.0,Sleestak,American Malt Liquor,2.5,2.0,King Cobra Premium Malt Liquor,6.0,66
1303815,29,Anheuser-Busch,1192939490,5.0,3.0,4.0,Babydoll,American Malt Liquor,3.0,3.0,King Cobra Premium Malt Liquor,6.0,66
1303816,29,Anheuser-Busch,1186960442,2.5,3.0,2.0,Brad007,American Malt Liquor,2.5,3.0,King Cobra Premium Malt Liquor,6.0,66
1303817,29,Anheuser-Busch,1185300130,4.0,2.5,3.0,leonjenks,American Malt Liquor,3.5,3.5,King Cobra Premium Malt Liquor,6.0,66
1303818,29,Anheuser-Busch,1184775528,2.5,2.5,2.0,giblet,American Malt Liquor,2.5,3.0,King Cobra Premium Malt Liquor,6.0,66
1303819,29,Anheuser-Busch,1183511466,2.0,1.0,3.0,jpm30,American Malt Liquor,3.0,2.0,King Cobra Premium Malt Liquor,6.0,66
1303820,29,Anheuser-Busch,1177976455,1.5,1.5,2.5,jettjon,American Malt Liquor,2.5,2.0,King Cobra Premium Malt Liquor,6.0,66
1303821,29,Anheuser-Busch,1177158241,4.0,2.0,2.0,trentley87,American Malt Liquor,4.0,3.0,King Cobra Premium Malt Liquor,6.0,66
1303822,29,Anheuser-Busch,1176597190,3.0,2.5,2.0,Drew966,American Malt Liquor,3.0,3.0,King Cobra Premium Malt Liquor,6.0,66
1303823,29,Anheuser-Busch,1176495193,5.0,2.0,2.5,arch2286,American Malt Liquor,2.0,2.5,King Cobra Premium Malt Liquor,6.0,66
1303824,29,Anheuser-Busch,1172637718,3.5,3.5,3.0,ski271,American Malt Liquor,2.0,3.0,King Cobra Premium Malt Liquor,6.0,66
1303825,29,Anheuser-Busch,1172358748,3.5,2.0,2.0,robmorris31,American Malt Liquor,2.5,3.0,King Cobra Premium Malt Liquor,6.0,66
1303827,29,Anheuser-Busch,1170541338,2.5,2.5,3.0,pentathlete,American Malt Liquor,2.5,2.5,King Cobra Premium Malt Liquor,6.0,66
1303828,29,Anheuser-Busch,1170292608,4.0,2.5,2.0,nipr0,American Malt Liquor,3.0,3.0,King Cobra Premium Malt Liquor,6.0,66
1303829,29,Anheuser-Busch,1169615074,3.0,1.5,2.0,mattsg,American Malt Liquor,2.0,1.5,King Cobra Premium Malt Liquor,6.0,66
1303830,29,Anheuser-Busch,1168907739,2.5,3.5,3.5,dedrinker,American Malt Liquor,2.5,3.0,King Cobra Premium Malt Liquor,6.0,66
1303831,29,Anheuser-Busch,1165837605,1.5,1.5,1.5,WVbeergeek,American Malt Liquor,1.5,1.5,King Cobra Premium Malt Liquor,6.0,66
1303832,29,Anheuser-Busch,1164688720,2.5,1.5,2.5,Neehan,American Malt Liquor,1.5,2.5,King Cobra Premium Malt Liquor,6.0,66
1303833,29,Anheuser-Busch,1164606565,2.5,1.0,2.5,pmcadamis,American Malt Liquor,2.5,2.0,King Cobra Premium Malt Liquor,6.0,66
1303834,29,Anheuser-Busch,1164150086,3.0,3.0,3.0,quasimoto,American Malt Liquor,3.0,3.0,King Cobra Premium Malt Liquor,6.0,66
1303835,29,Anheuser-Busch,1163780927,2.5,2.0,2.0,mnesporov,American Malt Liquor,2.5,2.5,King Cobra Premium Malt Liquor,6.0,66
1303837,29,Anheuser-Busch,1161053321,4.0,3.0,3.0,Bighuge,American Malt Liquor,4.0,4.0,King Cobra Premium Malt Liquor,6.0,66
1303838,29,Anheuser-Busch,1157659280,2.0,2.0,2.5,scottoale,American Malt Liquor,2.0,2.0,King Cobra Premium Malt Liquor,6.0,66
